"Order_ID","Product_ID","Product_Name","Category","Sub_Category","Product_Rating","Marketing_Channel","Quantity","Return_Status","Discount","Sales","Profit","Profit_Margin","Discount_Reason"
"CA-2017-145772","OFF-PA-10001593","Xerox 1947","Office Supplies","Paper","3.4594594594594597","Email","2","No","0.0","11.96","5.382","44.99999999999999","No Discount"
"CA-2015-126557","FUR-FU-10001861","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","Furniture","Furnishings","2.0","Ads","1","No","0.6","7.76","-2.134","-27.499999999999996","Clearance"
"US-2014-105137","TEC-MA-10002694","Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner","Technology","Machines","1.0","Referral","2","No","0.7","101.994","-71.3958","-70.0","Clearance"
"CA-2015-113628","TEC-PH-10000441","VTech DS6151","Technology","Phones","4.0","Social Media","1","No","0.2","100.792","10.0792","10.0","Promo"
"CA-2016-157749","OFF-PA-10003349","Xerox 1957","Office Supplies","Paper","4.0","Referral","5","No","0.2","25.92","9.396","36.25","Promo"
"CA-2014-162089","TEC-PH-10001819","Innergie mMini Combo Duo USB Travel Charging Kit","Technology","Phones","4.0","Direct","7","No","0.2","251.944","88.1804","35.0","Promo"
"CA-2016-140081","OFF-PA-10001870","Xerox 202","Office Supplies","Paper","1.0","Ads","3","No","0.2","15.552","5.4432","35.0","Promo"
"CA-2016-157707","FUR-CH-10004853","Global Manager's Adjustable Task Chair, Storm","Furniture","Chairs","3.0","Social Media","1","No","0.2","120.784","13.5882","11.25","Promo"
"CA-2017-145779","OFF-PA-10002254","Xerox 1883","Office Supplies","Paper","3.419642857142857","Referral","4","No","0.2","84.416","27.4352","32.5","Promo"
"CA-2016-113236","TEC-AC-10001267","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","Technology","Accessories","3.0","Referral","2","No","0.2","47.92","11.98","25.0","Promo"
"CA-2014-119375","OFF-AR-10003752","Deluxe Chalkboard Eraser Cleaner","Office Supplies","Art","3.0","Ads","5","No","0.0","57.75","26.565","46.0","No Discount"
"CA-2014-108182","OFF-BI-10001196","Avery Flip-Chart Easel Binder, Black","Office Supplies","Binders","1.0","Social Media","2","No","0.8","8.952","-14.7708","-165.0","Clearance"
"CA-2016-100944","OFF-EN-10001453","Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","Office Supplies","Envelopes","3.0","Social Media","5","No","0.0","304.9","143.303","47.0","No Discount"
"US-2017-132031","OFF-LA-10000081","Avery 496","Office Supplies","Labels","2.0","Referral","1","Yes","0.2","3.0","1.05","35.0","Promo"
"CA-2017-167150","OFF-BI-10001097","Avery Hole Reinforcements","Office Supplies","Binders","4.0","Direct","4","No","0.2","19.936","7.2268","36.25","Promo"
"US-2017-130953","OFF-BI-10004828","GBC Poly Designer Binding Covers","Office Supplies","Binders","3.0","Referral","2","No","0.0","33.48","16.4052","49.00000000000001","No Discount"
"CA-2017-133249","FUR-FU-10001588","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","Furniture","Furnishings","3.0","Referral","5","No","0.0","145.9","62.737","43.0","No Discount"
"CA-2015-169796","TEC-MA-10000045","Zebra ZM400 Thermal Label Printer","Technology","Machines","5.0","Social Media","2","No","0.0","2321.9","1114.512","48.0","No Discount"
"CA-2014-159835","OFF-PA-10002137","Southworth 100% Résumé Paper, 24lb.","Office Supplies","Paper","5.0","Social Media","2","No","0.2","12.448","3.89","31.25","Promo"
"CA-2016-134376","OFF-AP-10004532","Kensington 6 Outlet Guardian Standard Surge Protector","Office Supplies","Appliances","3.0","Referral","3","No","0.0","61.44","16.5888","27.0","No Discount"
"US-2016-144393","OFF-BI-10004236","XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies","Binders","1.0","Social Media","4","No","0.7","17.616","-14.0928","-80.0","Clearance"
"CA-2016-148096","FUR-TA-10004152","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","Furniture","Tables","2.0","Direct","2","No","0.2","161.28","12.096","7.5","Promo"
"CA-2016-126158","FUR-FU-10000073","Deflect-O Glasstique Clear Desk Accessories","Furniture","Furnishings","2.0","Referral","9","Yes","0.0","69.3","22.869","33.0","No Discount"
"US-2014-126571","OFF-EN-10002230","Airmail Envelopes","Office Supplies","Envelopes","2.0","Ads","3","No","0.2","201.432","67.9833","33.75","Promo"
"CA-2017-160927","FUR-FU-10000010","DAX Value U-Channel Document Frames, Easel Back","Furniture","Furnishings","1.0","Referral","3","No","0.0","14.91","4.6221","31.0","No Discount"
"CA-2015-158351","TEC-AC-10001838","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","Technology","Accessories","4.0","Direct","2","No","0.2","319.984","91.9954","28.750000000000004","Promo"
"CA-2015-153038","OFF-LA-10004008","Avery 507","Office Supplies","Labels","3.0","Referral","8","No","0.2","18.432","5.9904","32.5","Promo"
"CA-2014-133963","OFF-PA-10001526","Xerox 1949","Office Supplies","Paper","1.0","Referral","1","No","0.2","3.984","1.4442","36.25","Promo"
"CA-2014-154837","OFF-BI-10001575","GBC Linen Binding Covers","Office Supplies","Binders","4.0","Referral","2","No","0.2","49.568","17.3488","35.0","Promo"
"CA-2017-149881","FUR-BO-10003894","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","Furniture","Bookcases","4.0","Social Media","8","No","0.15","482.664","85.176","17.647058823529413","Promo"
"CA-2017-164756","OFF-PA-10003228","Xerox 1917","Office Supplies","Paper","5.0","Email","5","No","0.0","244.55","114.9385","47.0","No Discount"
"CA-2017-148012","OFF-AR-10004757","Crayola Colored Pencils","Office Supplies","Art","3.0","Social Media","1","No","0.2","2.624","0.4264","16.25","Promo"
"CA-2015-126697","TEC-AC-10004353","Hypercom P1300 Pinpad","Technology","Accessories","4.0","Direct","3","No","0.2","151.2","32.13","21.250000000000004","Promo"
"CA-2014-156314","FUR-FU-10003096","Master Giant Foot Doorstop, Safety Yellow","Furniture","Furnishings","3.0","Referral","5","No","0.2","30.36","8.7285","28.750000000000004","Promo"
"CA-2015-130995","TEC-PH-10000347","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","Technology","Phones","4.0","Ads","1","No","0.0","4.95","1.3365","27.0","No Discount"
"CA-2014-106971","TEC-AC-10000844","Logitech Gaming G510s - Keyboard","Technology","Accessories","3.0","Social Media","7","Yes","0.2","475.944","95.1888","20.0","Promo"
"CA-2014-131541","OFF-FA-10000621","OIC Colored Binder Clips, Assorted Sizes","Office Supplies","Fasteners","3.0","Direct","5","No","0.2","14.32","5.191","36.25","Promo"
"CA-2014-114643","OFF-AR-10003631","Staples in misc. colors","Office Supplies","Art","5.0","Email","3","No","0.0","14.52","4.7916","33.0","No Discount"
"US-2014-138247","OFF-AP-10000828","Avanti 4.4 Cu. Ft. Refrigerator","Office Supplies","Appliances","3.0","Social Media","2","No","0.0","361.96","101.3488","28.000000000000004","No Discount"
"CA-2017-136623","TEC-PH-10000004","Belkin iPhone and iPad Lightning Cable","Technology","Phones","2.0","Ads","6","No","0.2","71.952","5.3964","7.5","Promo"
"CA-2017-143035","FUR-FU-10001934","Magnifier Swing Arm Lamp","Furniture","Furnishings","4.0","Direct","4","No","0.0","83.92","21.8192","25.999999999999996","No Discount"
"CA-2017-103380","OFF-FA-10004248","Advantus T-Pin Paper Clips","Office Supplies","Fasteners","4.0","Email","2","No","0.0","9.02","3.5178","39.0","No Discount"
"CA-2017-109183","TEC-MA-10001856","Okidata C610n Printer","Technology","Machines","3.0","Ads","2","No","0.5","649.0","-272.58","-42.0","Clearance"
"US-2016-144477","OFF-AR-10000914","Boston 16765 Mini Stand Up Battery Pencil Sharpener","Office Supplies","Art","5.0","Email","4","No","0.2","37.312","2.7984","7.500000000000001","Promo"
"US-2015-132836","TEC-PH-10001299","Polycom CX300 Desktop Phone USB VoIP phone","Technology","Phones","3.0","Social Media","2","No","0.0","299.98","83.9944","27.999999999999996","No Discount"
"US-2017-142188","OFF-PA-10004101","Xerox 1894","Office Supplies","Paper","3.0","Direct","11","No","0.0","71.28","34.2144","48.0","No Discount"
"CA-2016-127208","OFF-AP-10002118","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","Office Supplies","Appliances","4.0","Ads","1","No","0.0","208.16","56.2032","27.0","No Discount"
"CA-2014-140228","OFF-ST-10001128","Carina Mini System Audio Rack, Model AR050B","Office Supplies","Storage","4.0","Email","2","No","0.2","177.568","-37.7332","-21.249999999999996","Promo"
"CA-2014-141649","OFF-AP-10003217","Eureka Sanitaire  Commercial Upright","Office Supplies","Appliances","1.0","Social Media","6","No","0.2","795.408","59.6556","7.5","Promo"
"CA-2015-110016","FUR-CH-10002880","Global High-Back Leather Tilter, Burgundy","Furniture","Chairs","3.0","Referral","9","No","0.0","1106.91","121.7601","10.999999999999998","No Discount"
"CA-2014-160766","OFF-EN-10001099","Staple envelope","Office Supplies","Envelopes","4.0","Email","7","No","0.0","68.46","31.4916","46.0","No Discount"
"CA-2015-103135","OFF-BI-10000069","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","Office Supplies","Binders","5.0","Direct","9","No","0.0","135.09","62.1414","46.0","No Discount"
"CA-2014-144071","FUR-FU-10000758","DAX Natural Wood-Tone Poster Frame","Furniture","Furnishings","5.0","Referral","3","No","0.0","79.44","28.5984","36.00000000000001","No Discount"
"CA-2017-127782","FUR-FU-10001847","Eldon Image Series Black Desk Accessories","Furniture","Furnishings","4.0","Email","1","No","0.2","3.312","0.6624","20.0","Promo"
"CA-2017-131695","FUR-FU-10002045","Executive Impressions 14""","Furniture","Furnishings","3.325","Social Media","1","No","0.0","22.23","9.7812","44.0","No Discount"
"CA-2017-144848","TEC-PH-10002262","LG Electronics Tone+ HBS-730 Bluetooth Headset","Technology","Phones","4.0","Social Media","2","No","0.0","119.02","33.3256","28.000000000000004","No Discount"
"CA-2015-156853","OFF-PA-10003656","Xerox 1935","Office Supplies","Paper","2.0","Social Media","7","No","0.0","184.66","84.9436","46.0","No Discount"
"US-2017-115595","OFF-PA-10001745","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","Office Supplies","Paper","1.0","Referral","5","No","0.0","35.2","16.544","47.0","No Discount"
"CA-2014-146283","OFF-PA-10000482","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Office Supplies","Paper","4.0","Ads","6","No","0.2","182.112","61.4628","33.75","Promo"
"US-2017-152569","OFF-PA-10001736","Xerox 1880","Office Supplies","Paper","3.0","Ads","2","No","0.2","56.704","19.1376","33.75","Promo"
"CA-2014-110065","OFF-AR-10004165","Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow","Office Supplies","Art","1.0","Social Media","7","Yes","0.0","15.96","7.0224","44.0","No Discount"
"CA-2017-163097","FUR-FU-10004973","Flat Face Poster Frame","Furniture","Furnishings","2.0","Referral","8","No","0.2","120.576","33.1584","27.500000000000004","Promo"
"CA-2016-162313","OFF-AP-10003842","Euro-Pro Shark Turbo Vacuum","Office Supplies","Appliances","2.0","Direct","6","No","0.1","167.292","29.7408","17.77777777777778","Promo"
"CA-2016-122728","OFF-ST-10000604","Home/Office Personal File Carts","Office Supplies","Storage","2.0","Email","3","No","0.0","104.28","26.07","25.0","No Discount"
"CA-2015-132136","OFF-BI-10002706","Avery Premier Heavy-Duty Binder with Round Locking Rings","Office Supplies","Binders","3.0","Social Media","3","No","0.8","8.568","-14.5656","-170.0","Clearance"
"CA-2015-168207","FUR-BO-10004357","O'Sullivan Living Dimensions 3-Shelf Bookcases","Furniture","Bookcases","5.0","Referral","3","No","0.15","512.499","-30.147","-5.88235294117647","Promo"
"CA-2016-163167","OFF-ST-10003805","24 Capacity Maxi Data Binder Racks, Pearl","Office Supplies","Storage","1.0","Email","6","Yes","0.0","1263.3","315.825","25.0","No Discount"
"US-2016-165505","TEC-AC-10002926","Logitech Wireless Marathon Mouse M705","Technology","Accessories","3.0","Email","2","No","0.0","99.98","42.9914","43.0","No Discount"
"CA-2015-132570","OFF-AR-10000369","Design Ebony Sketching Pencil","Office Supplies","Art","4.0","Direct","2","No","0.0","2.78","0.7228","26.0","No Discount"
"CA-2015-161452","FUR-CH-10003973","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","2.0","Email","3","No","0.2","892.224","89.2224","10.0","Promo"
"CA-2017-131492","OFF-LA-10001641","Avery 518","Office Supplies","Labels","5.0","Direct","10","No","0.0","31.5","15.12","48.0","No Discount"
"US-2016-148901","OFF-AR-10002467","Dixon Ticonderoga Pencils","Office Supplies","Art","2.0","Referral","2","No","0.2","4.768","0.4172","8.75","Promo"
"CA-2016-147137","OFF-EN-10003567","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box","Office Supplies","Envelopes","1.0","Email","2","No","0.0","43.96","20.6612","47.0","No Discount"
"CA-2015-157812","OFF-BI-10000285","XtraLife ClearVue Slant-D Ring Binders by Cardinal","Office Supplies","Binders","3.0","Ads","9","No","0.8","14.112","-21.168","-150.0","Clearance"
"CA-2016-101693","FUR-CH-10001146","Global Value Mid-Back Manager's Chair, Gray","Furniture","Chairs","3.0","Direct","2","No","0.3","85.246","-6.089","-7.142857142857144","Bulk Deal"
"CA-2014-138177","FUR-TA-10004607","Hon 2111 Invitation Series Straight Table","Furniture","Tables","3.0","Email","1","No","0.5","73.915","-45.8273","-62.0","Clearance"
"US-2016-123610","OFF-AP-10002222","Staple holder","Office Supplies","Appliances","4.0","Ads","1","No","0.0","8.67","2.3409","27.0","No Discount"
"CA-2017-161480","FUR-BO-10004015","Bush Andora Bookcase, Maple/Graphite Gray Finish","Furniture","Bookcases","1.0","Social Media","2","No","0.2","191.984","4.7996","2.5","Promo"
"US-2017-123834","FUR-TA-10001676","Hon 61000 Series Interactive Training Tables","Furniture","Tables","2.0","Direct","4","No","0.3","124.404","-21.3264","-17.142857142857142","Bulk Deal"
"US-2017-102904","TEC-AC-10000927","Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand","Technology","Accessories","4.0","Direct","8","No","0.0","239.92","23.992","10.0","No Discount"
"CA-2015-142937","OFF-AR-10003582","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","Office Supplies","Art","3.0","Social Media","2","No","0.2","45.04","4.504","10.0","Promo"
"CA-2017-163405","OFF-AR-10003811","Newell 327","Office Supplies","Art","3.0","Referral","3","No","0.0","6.63","1.7901","27.0","No Discount"
"CA-2016-157161","TEC-AC-10000358","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","Technology","Accessories","4.0","Direct","2","No","0.0","75.98","18.2352","23.999999999999996","No Discount"
"CA-2016-152730","OFF-AP-10002684","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","Office Supplies","Appliances","5.0","Referral","3","No","0.0","364.74","109.422","30.0","No Discount"
"CA-2016-119018","OFF-BI-10000494","Acco Economy Flexible Poly Round Ring Binder","Office Supplies","Binders","1.0","Direct","1","No","0.2","4.176","1.305","31.25","Promo"
"CA-2017-155152","TEC-AC-10004353","Hypercom P1300 Pinpad","Technology","Accessories","2.0","Referral","4","No","0.0","252.0","93.24","37.0","No Discount"
"CA-2017-137428","FUR-CH-10003817","Global Value Steno Chair, Gray","Furniture","Chairs","2.0","Ads","2","No","0.2","97.184","6.074","6.25","Promo"
"CA-2016-165330","FUR-CH-10003774","Global Wood Trimmed Manager's Task Chair, Khaki","Furniture","Chairs","3.0","Referral","5","No","0.2","363.92","-31.843","-8.75","Promo"
"CA-2017-139717","OFF-PA-10002195","Xerox 1966","Office Supplies","Paper","5.0","Referral","2","No","0.2","10.368","3.7584","36.25","Promo"
"CA-2015-145814","OFF-BI-10003196","Accohide Poly Flexible Ring Binders","Office Supplies","Binders","5.0","Social Media","2","No","0.2","5.984","2.244","37.50000000000001","Promo"
"CA-2016-101630","OFF-LA-10004425","Staple-on labels","Office Supplies","Labels","2.0","Email","3","No","0.0","8.67","4.0749","47.0","No Discount"
"CA-2015-121650","OFF-AR-10001149","Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink","Office Supplies","Art","4.0","Ads","2","No","0.0","3.9","1.521","38.99999999999999","No Discount"
"CA-2017-124716","OFF-PA-10000859","Unpadded Memo Slips","Office Supplies","Paper","3.0","Email","3","Yes","0.0","11.94","5.97","50.0","No Discount"
"CA-2017-161956","OFF-BI-10003650","GBC DocuBind 300 Electric Binding Machine","Office Supplies","Binders","4.0","Direct","2","No","0.2","841.568","294.5488","35.0","Promo"
"CA-2017-106103","TEC-AC-10003832","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","3.0","Direct","4","No","0.0","132.52","54.3332","41.0","No Discount"
"CA-2017-169859","FUR-FU-10004963","Eldon 400 Class Desk Accessories, Black Carbon","Furniture","Furnishings","4.0","Direct","3","No","0.0","26.25","11.025","42.00000000000001","No Discount"
"CA-2016-155005","TEC-PH-10003484","Ooma Telo VoIP Home Phone System","Technology","Phones","3.0","Referral","3","No","0.0","377.97","94.4925","25.0","No Discount"
"US-2016-151260","OFF-AP-10002892","Belkin F5C206VTEL 6 Outlet Surge","Office Supplies","Appliances","3.0","Referral","4","Yes","0.2","73.536","9.192","12.5","Promo"
"CA-2015-142755","OFF-PA-10001970","Xerox 1908","Office Supplies","Paper","3.0","Referral","5","No","0.0","279.9","137.151","49.00000000000001","No Discount"
"CA-2014-133158","OFF-BI-10000632","Satellite Sectional Post Binders","Office Supplies","Binders","5.0","Email","2","No","0.2","69.456","22.5732","32.5","Promo"
"CA-2014-166471","TEC-PH-10001530","Cisco Unified IP Phone 7945G VoIP phone","Technology","Phones","1.0","Referral","4","No","0.2","1091.168","68.198","6.25","Promo"
"CA-2017-133046","TEC-AC-10000991","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","Technology","Accessories","4.0","Email","5","No","0.0","234.95","32.893","14.000000000000002","No Discount"
"CA-2014-143903","FUR-CH-10002024","HON 5400 Series Task Chairs for Big and Tall","Furniture","Chairs","3.0","Social Media","2","No","0.3","981.372","-140.196","-14.285714285714285","Bulk Deal"
"CA-2017-151484","FUR-FU-10001876","Computer Room Manger, 14""","Furniture","Furnishings","3.0","Ads","2","No","0.2","51.968","10.3936","20.0","Promo"
"CA-2014-153808","OFF-AR-10001725","Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies","Art","4.0","Ads","3","No","0.0","70.95","18.447","25.999999999999996","No Discount"
"CA-2016-130267","OFF-PA-10002222","Xerox Color Copier Paper, 11"" x 17"", Ream","Office Supplies","Paper","2.0","Email","7","No","0.0","159.88","73.5448","46.0","No Discount"
"CA-2017-163860","FUR-FU-10001935","3M Hangers With Command Adhesive","Furniture","Furnishings","1.0","Ads","2","No","0.6","2.96","-1.406","-47.5","Clearance"
"CA-2014-159310","FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","Furniture","Chairs","5.0","Ads","4","No","0.3","683.144","0.0","0.0","Bulk Deal"
"CA-2017-135034","TEC-PH-10003931","JBL Micro Wireless Portable Bluetooth Speaker","Technology","Phones","3.0","Ads","2","No","0.2","95.984","5.999","6.25","Promo"
"US-2015-163433","OFF-BI-10000320","GBC Plastic Binding Combs","Office Supplies","Binders","2.0","Direct","1","No","0.8","1.476","-2.2878","-154.99999999999997","Clearance"
"CA-2017-118885","FUR-CH-10002880","Global High-Back Leather Tilter, Burgundy","Furniture","Chairs","5.0","Social Media","4","No","0.2","393.568","-44.2764","-11.250000000000002","Promo"
"CA-2017-140186","FUR-CH-10002961","Leather Task Chair, Black","Furniture","Chairs","5.0","Direct","1","No","0.2","72.784","0.0","0.0","Promo"
"CA-2017-123085","TEC-AC-10000990","Imation Bio 2GB USB Flash Drive Imation Corp","Technology","Accessories","2.0","Direct","8","No","0.0","1049.44","440.7648","42.0","No Discount"
"CA-2016-120250","FUR-FU-10003424","Nu-Dell Oak Frame","Furniture","Furnishings","3.0","Referral","3","No","0.2","25.632","3.8448","15.0","Promo"
"CA-2014-124688","FUR-FU-10002456","Master Caster Door Stop, Large Neon Orange","Furniture","Furnishings","2.0","Ads","4","No","0.0","29.12","12.5216","42.99999999999999","No Discount"
"US-2016-101616","OFF-BI-10000014","Heavy-Duty E-Z-D Binders","Office Supplies","Binders","3.0","Email","8","No","0.0","87.28","41.0216","47.0","No Discount"
"CA-2017-117240","OFF-BI-10000848","Angle-D Ring Binders","Office Supplies","Binders","4.0","Direct","3","No","0.2","13.128","4.2666","32.5","Promo"
"CA-2017-163265","OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Office Supplies","Fasteners","4.0","Email","2","No","0.2","18.368","6.1992","33.75","Promo"
"CA-2016-133711","OFF-BI-10004352","Wilson Jones DublLock D-Ring Binders","Office Supplies","Binders","3.0","Social Media","5","No","0.0","33.75","16.875","50.0","No Discount"
"CA-2016-166226","OFF-AP-10002867","Fellowes Command Center 5-outlet power strip","Office Supplies","Appliances","4.0","Ads","1","No","0.0","67.84","18.3168","27.0","No Discount"
"CA-2017-167542","OFF-LA-10004093","Avery 486","Office Supplies","Labels","3.0","Social Media","3","No","0.2","17.544","5.9211","33.75","Promo"
"CA-2017-115777","OFF-PA-10000552","Xerox 200","Office Supplies","Paper","4.0","Social Media","3","No","0.0","19.44","9.3312","48.00000000000001","No Discount"
"CA-2017-107825","OFF-ST-10001321","Decoflex Hanging Personal Folder File, Blue","Office Supplies","Storage","3.0","Direct","6","Yes","0.0","92.52","24.9804","27.0","No Discount"
"CA-2015-168480","FUR-BO-10000468","O'Sullivan 2-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","5.0","Email","4","No","0.0","194.32","31.0912","16.0","No Discount"
"CA-2017-164364","OFF-LA-10004853","Avery 483","Office Supplies","Labels","1.0","Direct","2","No","0.0","9.96","4.5816","46.0","No Discount"
"CA-2015-116876","OFF-BI-10002897","Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""","Office Supplies","Binders","4.0","Referral","9","No","0.2","26.424","9.5787","36.25","Promo"
"CA-2017-121398","OFF-ST-10002756","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","Office Supplies","Storage","4.0","Social Media","2","No","0.0","270.62","2.7062","1.0","No Discount"
"CA-2016-142615","TEC-AC-10004803","Sony Micro Vault Click 4 GB USB 2.0 Flash Drive","Technology","Accessories","5.0","Ads","2","No","0.0","27.88","3.9032","14.000000000000002","No Discount"
"CA-2016-133872","OFF-BI-10002082","GBC Twin Loop Wire Binding Elements","Office Supplies","Binders","1.0","Email","4","No","0.7","39.936","-26.624","-66.66666666666666","Clearance"
"CA-2017-123687","OFF-AP-10002670","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","Office Supplies","Appliances","1.0","Direct","3","No","0.0","208.44","62.532","30.0","No Discount"
"US-2016-153815","OFF-PA-10002421","Embossed Ink Jet Note Cards","Office Supplies","Paper","4.0","Ads","2","No","0.2","36.112","12.6392","35.0","Promo"
